state	stateno	order	sgenexp	stotrev	stltdebt	pcpinc	totpop	cpi	year	dratelag	dmajdgov	dmajrgov	rmajdgov	rmajrgov	nmajdgov	nmajrgov	othergov	_merge	ideology	religion	adopted	statutry	constnl	indstat	indconst	referend	sigstat	sigconst	sigindst	sigindc	sigref	singlsub	contrest	judicrev	adminrev	legisrev	postrest	init	sigs	south	sigsq	invsigs	cappun	adopt_cp	initideo	sigideo	noinideo	initrel	noinrel	deficit	debt	rpcpinc	drpcpinc	divgov	nbrs_cp1	nbrs_cp3	nbrs_cp2	nbrs_cp4	nbors	nbrs_cp	dur_cp	spline1	spline2	spline3	_t_cp0	_t_cp1	_t_cp2	_t_cp3	_t_cp4	_t_cp5	_t_cp6	_t_cp7	_t_cp8	_t_cp9	_t_cp10	source_count	source_count
"AK"	2	49	957					1.6490000486373901	1977	11.300000190734863	0	1	0	0	0	0	0	3			1956	0	0	1	0	1	0	0	10	0	10	1	1	0	1	0	1	1	10	0	100	0.931109607219696	0	0										1	0	0	0	0	0	0	5	-48.5	-73	-50	0	0	0	0	0	1	0	0	0	0	0	2	2
"AK"	2	49	1029					1.531999945640564	1978	10.800000190734863	0	0	0	0	0	1	0	3			1956	0	0	1	0	1	0	0	10	0	10	1	1	0	1	0	1	1	10	0	100	0.931109607219696	0	0										1	0	0	0	0	0	0	6	-69.39999389648438	-108.80000305175781	-86.4000015258789	0	0	0	0	0	0	1	0	0	0	0	2	2
"AK"	2	49	1159					1.3799999952316284	1979	12.899999618530273	0	0	0	0	0	1	0	3			1956	0	0	1	0	1	0	0	10	0	10	1	1	0	1	0	1	1	10	0	100	0.931109607219696	0	0										1	0	0	0	0	0	0	7	-92.70001220703125	-149.39999389648438	-136.1999969482422	0	0	0	0	0	0	0	1	0	0	0	2	3
"AK"	2	49	1348					1.215000033378601	1980	13.300000190734863	0	1	0	0	0	0	0	3			1956	0	0	1	0	1	0	0	10	0	10	1	1	0	1	0	1	1	10	0	100	0.931109607219696	0	0										1	0	0	0	0	0	0	8	-117.79998779296875	-193.60000610351562	-196.8000030517578	0	0	0	0	0	0	0	0	1	0	0	2	5
"AK"	2	49	1931					1.0980000495910645	1981	9.699999809265137	0	1	0	0	0	0	0	3			1956	0	0	1	0	1	0	0	10	0	10	1	1	0	1	0	1	1	10	0	100	0.931109607219696	0	0										1	0	0	0	0	0	0	9	-144.0999755859375	-240.20001220703125	-264.6000061035156	0	0	0	0	0	0	0	0	0	1	0	2	3
"AK"	2	49	2424					1.034999966621399	1982	14.600000381469727	0	0	1	0	0	0	0	3			1956	0	0	1	0	1	0	0	10	0	10	1	1	0	1	0	1	1	10	0	100	0.931109607219696	0	0										1	0	0	0	0	0	0	10	-171	-288	-336	0	0	0	0	0	0	0	0	0	0	1	2	6
"AZ"	3								1970		0	0	0	1	0	0	0	2	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	0	0	-18.200000762939453	-182	0	14.199999809265137	0					0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0
"AZ"	3	43				3620		2.4660000801086426	1971		0	0	0	1	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	0	0	-18.200000762939453	-182	0	14.199999809265137	0			13.992037773132324		0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0
"AZ"	3	43	831	830.0999755859375	89	3913	1.8960000276565552	2.3910000324249268	1972	6.699999809265137	0	0	0	1	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	0	0	-18.200000762939453	-182	0	14.199999809265137	0	0.001083061913959682	0.10709988325834274	14.66455078125	0.0480639785528183	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"AZ"	3	43	946	942.5999755859375	89.19999694824219	4300	2.009000062942505	2.250999927520752	1973	7.300000190734863	0	0	0	1	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	1	1	-18.200000762939453	-182	0	14.199999809265137	0	0.003594106063246727	0.09429175406694412	15.171316146850586	0.034557171165943146	0	0	0	0	0	3	0	1	-0.8999999761581421	-0.800000011920929	-0.4000000059604645	0	1	0	0	0	0	0	0	0	0	0	0	3
"AZ"	3	43	1028	1056.300048828125	87.30000305175781	4687	2.125	2.0290000438690186	1974	8.100000381469727	0	0	1	0	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	1		-18.200000762939453	-182	0	14.199999809265137	0	-0.02752923034131527	0.0849221795797348	14.90583610534668	-0.017498813569545746	1	2	0	1	0	4	3					0	0	0	0	0	0	0	0	0	0	0	2	4
"AZ"	3	43	1161	1158.199951171875	84.0999984741211	4989	2.2239999771118164	1.8589999675750732	1975	9.600000381469727	0	0	1	0	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	1		-18.200000762939453	-182	0	14.199999809265137	0	0.0024117561988532543	0.07243755459785461	14.536913871765137	-0.02475018799304962	1	3	0	1	0	5	4					0	0	0	0	0	0	0	0	0	0	0	1	4
"AZ"	3	43	1460	1419	87.39998626708984	5391	2.2850000858306885	1.7569999694824219	1976	8.600000381469727	0	0	0	0	1	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	1		-18.200000762939453	-182	0	14.199999809265137	0	0.028082191944122314	0.059863004833459854	14.84637451171875	0.021287918090820312	1	4	0	1	0	5	5					0	0	0	0	0	0	0	0	0	0	0	2	3
"AZ"	3	43	1601	1559	89.69999694824219	5817	2.3480000495910645	1.6490000486373901	1977	7.800000190734863	0	0	0	0	1	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	1		-18.200000762939453	-182	0	14.199999809265137	0	0.026233604177832603	0.056027479469776154	15.0348482131958	0.012694930657744408	1	4	0	1	0	5	5					0	0	0	0	0	0	0	0	0	0	0	2	3
"AZ"	3	43	1697	1734.699951171875	101.0999984741211	6509	2.427000045776367	1.531999945640564	1978	9.5	0	0	1	0	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	1		-18.200000762939453	-182	0	14.199999809265137	0	-0.022215645760297775	0.05957572162151337	15.6297607421875	0.039568908512592316	1	4	0	1	0	5	5					0	0	0	0	0	0	0	0	0	0	0	1	3
"AZ"	3	43	1099	1992.199951171875	98	7374	2.515000104904175	1.3799999952316284	1979	9.399999618530273	0	0	1	0	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	1	10	0	100	0.931109607219696	1		-18.200000762939453	-182	0	14.199999809265137	0	-0.812738835811615	0.08917197585105896	15.950031280517578	0.020491071045398712	1	4	0	1	0	5	5					0	0	0	0	0	0	0	0	0	0	0	2	2
