stateno	state	year	totpop	rpcpinc	sgenexp	stotrev	stltdebt	dmajdgov	dmajrgov	rmajdgov	rmajrgov	nmajdgov	nmajrgov	othergov	_merge	ideology	religion	adopted	statutry	constnl	indstat	indconst	referend	sigstat	sigconst	sigindst	sigindc	sigref	singlsub	contrest	judicrev	adminrev	legisrev	postrest	fedtribe	nonfedtr	init	sigs	sigsq	invsigs	indgam	adopt_ig	casino	adopt_cg	cardtab	adopt_ct	initideo	noinideo	initrel	noinrel	deficit	debt	drpcpinc	divgov	inittrib	unified	south	lnftribe	initlnft	pl280	calif	dur_ig	spline1	spline2	spline3	_t_ig0	_t_ig1	_t_ig2	_t_ig3	_t_ig4	_t_ig5	_t_ig6	_t_ig7	_t_ig8	_t_ig9	_t_ig10	nbrs_cg1	nbrs_cg3	nbrs_cg2	nbrs_cg4	nbrs_ig1	nbrs_ig3	nbrs_ig2	nbrs_ig4	nbrs_ct1	nbrs_ct3	nbors	nbrs_ct2	nbrs_ct4	nbrs	source_count
40	"SC"	1979	3.0439999103546143	14.618354797363281	2195	2351	1761.5999755859375	1	0	0	0	0	0	0	3	-21.399999618530273	32.099998474121094		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0		0	0	0	0	0	-21.399999618530273	0	32.099998474121094	-0.0710706114768982	0.80255126953125	0.023722706362605095	0	0	1	1	1.0986123085021973	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	"SD"	1979	0.6890000104904175	16.151935577392578	559	552	375.5	0	0	0	1	0	0	0	3	-24.100000381469727	9.199999809265137	1898	1	1	0	0	1	5	10	0	0	5	0	0	0	0	0	0	6	0	1	5	25	0.6822617650032043	0		0	0	0	0	-24.100000381469727	0	9.199999809265137	0	0.012522361241281033	0.6717352271080017	-0.04580402374267578	0	6	1	0	1.945910096168518	1.945910096168518	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
42	"TN"	1979	4.486000061035156	15.476515769958496	2846	2938.39990234375	1317.5999755859375	0	1	0	0	0	0	0	3	-16.600000381469727	31.899999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0		0	0	0	0	0	-16.600000381469727	0	31.899999618530273	-0.0324665866792202	0.46296554803848267	0.030360659584403038	1	0	0	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	"TX"	1979	13.5	18.595308303833008	8063	9074.099609375	2122.699951171875	0	1	0	0	0	0	0	3	-23.200000762939453	24.399999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0		0	0	0	0	0	-23.200000762939453	0	24.399999618530273	-0.12539993226528168	0.2632642984390259	0.0433444008231163	1	0	0	1	1.3862943649291992	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	"UT"	1979	1.3680000305175781	15.348812103271484	1183	1200.0999755859375	290.6000061035156	0	0	1	0	0	0	0	3	-28	76.30000305175781	1900	1	0	1	0	1	10	0	10	0	10	0	0	1	0	0	0	3	3	1	10	100	0.931109607219696	0		0	0	0	0	-28	0	76.30000305175781	0	-0.014454755000770092	0.245646670460701	-0.0011814986355602741	1	3	0	0	1.3862943649291992	1.3862943649291992	0	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	"VT"	1979	0.49799999594688416	15.470219612121582	505	524.7999877929688	460.6000061035156	0	0	0	1	0	0	0	3	-11.399999618530273	3.4000000953674316		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		0	0	0	0	0	-11.399999618530273	0	3.4000000953674316	-0.03920789808034897	0.9120792150497437	0.011473597027361393	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	"VA"	1979	5.269999980926514	18.42518424987793	3935	4176.2001953125	1097	0	1	0	0	0	0	0	3	-17.899999618530273	17.799999237060547		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0		0	0	0	0	0	-17.899999618530273	0	17.799999237060547	-0.06129610911011696	0.2787801921367645	0.021334348246455193	1	0	0	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	"WA"	1979	3.8889999389648438	20.59575080871582	3575	3804.89990234375	1445.0999755859375	0	0	0	0	0	0	1	3	-5.900000095367432	6.699999809265137	1912	1	0	1	0	1	8	0	8	0	4	1	0	0	1	0	1	29	9	1	8	64	0.8700616359710693	0		0	0	1		-5.900000095367432	0	6.699999809265137	0	-0.06430766731500626	0.404223769903183	0.043307267129421234	1	29	0	0	3.4011974334716797	3.4011974334716797	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	"WV"	1979	1.9229999780654907	15.842733383178711	1738	1725.699951171875	1375.300048828125	1	0	0	0	0	0	0	3	-9.199999809265137	15.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	-9.199999809265137	0	15.5	0.0070771281607449055	0.7913118600845337	-0.014886955730617046	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	"WI"	1979	4.645999908447266	18.891796112060547	4421	4769.2998046875	1974.5	0	1	0	0	0	0	0	3	-10.5	7.400000095367432		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0		0	0	0	0	0	-10.5	0	7.400000095367432	-0.07878303527832031	0.4466184079647064	-0.019002141430974007	1	0	0	0	2.397895336151123	0	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	"WY"	1979	0.43299999833106995	21.62052345275879	456	576	100.5	0	0	1	0	0	0	0	3	-17.799999237060547	17.5	1968	0	0	1	0	1	15	0	0	0	15	1	1	0	0	0	1	2	0	1	15	225	0.9866142868995667	0		0	0	0	0	-17.799999237060547	0	17.5	0	-0.2631579041481018	0.22039473056793213	0.06319399923086166	1	2	0	0	1.0986123085021973	1.0986123085021973	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	"AL"	1980	3.865999937057495	14.11479377746582	3216	3292.5	1053.4000244140625	1	0	0	0	0	0	0	3	-23.100000381469727	33.900001525878906		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0		0	0	0	0	0	-23.100000381469727	0	33.900001525878906	-0.02378731407225132	0.3275497555732727	-0.03724472224712372	0	0	1	1	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"AK"	1980		23.92864418029785	1348	0	0	0	1	0	0	0	0	0	3			1956	0	0	1	0	1	0	0	10	0	10	1	1	0	1	0	1			1	10	100	0.931109607219696	0		0	0	0	0					1	0	-0.031535554677248	1		0	0			1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	"AZ"	1980	2.635999917984009	16.43323516845703	2133	2274.10009765625	96.19999694824219	0	0	1	0	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	19	2	1	10	100	0.931109607219696	0		0	0	0	0	-18.200000762939453	0	14.199999809265137	0	-0.06615100800991058	0.04510079696774483	-0.04480596259236336	1	19	0	0	2.995732307434082	2.995732307434082	0	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	"AR"	1980	2.2709999084472656	13.9091215133667	1773	1798.300048828125	244.3000030517578	0	1	0	0	0	0	0	3	-18.299999237060547	29.600000381469727	1910	1	1	0	0	1	8	10	0	0	6	0	0	1	1	0	1	1	0	1	8	64	0.8700616359710693	0		0	0	0	0	-18.299999237060547	0	29.600000381469727	0	-0.014269626699388027	0.1377890557050705	-0.04134771227836609	1	1	0	1	0.6931471824645996	0.6931471824645996	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	"CA"	1980	23.256999969482422	20.614303588867188	25279	25067.599609375	7551.10009765625	1	0	0	0	0	0	0	3	-6.199999809265137	6.800000190734863	1911	1	1	0	0	1	5	8	0	0	5	1	0	0	0	1	0	95	36	1	5	25	0.6822617650032043	0		0	0	0	0	-6.199999809265137	0	6.800000190734863	0	0.00836268812417984	0.2987104058265686	-0.04378341883420944	0	95	1	0	4.564348220825195	4.564348220825195	1	1					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	"CO"	1980	2.8489999771118164	18.91670799255371	2320	2554.39990234375	421.79998779296875	0	0	1	0	0	0	0	3	-8.600000381469727	9.800000190734863	1912	1	1	0	0	1	5	5	0	0	5	1	0	0	1	0	0	2	1	1	5	25	0.6822617650032043	0		0	0	0	0	-8.600000381469727	0	9.800000190734863	0	-0.10103444010019302	0.18181033432483673	-0.03414837270975113	1	2	0	0	1.0986123085021973	1.0986123085021973	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	"CT"	1980	3.0959999561309814	21.874418258666992	2621	2827.699951171875	3570.89990234375	1	0	0	0	0	0	0	3	-4.400000095367432	2.200000047683716		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0		0	0	0	0	0	-4.400000095367432	0	2.200000047683716	-0.07886300981044769	1.3624188899993896	-0.015384595841169357	0	0	1	0	1.0986123085021973	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	"DE"	1980	0.5950000286102295	19.22922134399414	703	806.5	848.9000244140625	0	0	0	0	0	1	0	3	-12.199999809265137	2.799999952316284		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	-12.199999809265137	0	2.799999952316284	-0.14722616970539093	1.2075392007827759	-0.029146922752261162	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9	"FL"	1980	9.425999641418457	17.203439712524414	6133	6298.2998046875	2671	1	0	0	0	0	0	0	3	-17.100000381469727	15.300000190734863	1972	0	1	0	0	0	0	8	0	0	0	1	0	1	0	0	0	2	5	1	8	64	0.8700616359710693	0		0	0	0	0	-17.100000381469727	0	15.300000190734863	0	-0.02695252001285553	0.43551281094551086	-0.018868455663323402	0	2	1	1	1.0986123085021973	1.0986123085021973	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	"GA"	1980	5.401000022888184	15.323637008666992	4074	4100.7001953125	1370.699951171875	1	0	0	0	0	0	0	3	-17.700000762939453	31.200000762939453		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0		0	0	0	0	0	-17.700000762939453	0	31.200000762939453	-0.0065538035705685616	0.33645063638687134	-0.029279302805662155	0	0	1	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	"HI"	1980	0.953000009059906	18.591964721679688	1407	1446.800048828125	1675.800048828125	1	0	0	0	0	0	0	3				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0		0	0	0	0					-0.028287170454859734	1.191044807434082	-0.034565519541502	0		1	0			0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	"ID"	1980	0.9330000281333923	15.029555320739746	787	831	216.3000030517578	0	0	1	0	0	0	0	3	-27.899999618530273	34.79999923706055	1912	1	0	0	0	1	6	0	0	0	10	1	0	0	1	0	0	5	1	1	6	36	0.7615941762924194	0		0	0	0	0	-27.899999618530273	0	34.79999923706055	0	-0.05590851232409477	0.27484115958213806	-0.061265476047992706	1	5	0	0	1.7917594909667969	1.7917594909667969	0	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
13	"IL"	1980	11.397000312805176	20.41893196105957	9340	9655.900390625	5627.2001953125	0	0	0	0	0	1	0	3	-10.100000381469727	8.600000381469727	1970	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	8	64	0.8700616359710693	0		0	0	0	0	-10.100000381469727	0	8.600000381469727	0	-0.03382231295108795	0.6024839878082275	-0.03802303969860077	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"IN"	1980	5.500999927520752	17.18840217590332	3840	4230.2998046875	537.2000122070312	0	0	1	0	0	0	0	3	-16.700000762939453	12.899999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		0	0	0	0	0	-16.700000762939453	0	12.899999618530273	-0.10164057463407516	0.13989584147930145	-0.06508488208055496	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"IA"	1980	2.9159998893737793	18.13286590576172	2737	2575.60009765625	372.79998779296875	0	0	0	1	0	0	0	3	-13.5	8.600000381469727		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	-13.5	0	8.600000381469727	0.058969639241695404	0.13620752096176147	-0.0496407188475132	0	0	1	0	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"KS"	1980	2.3510000705718994	19.244571685791016	1900	1961	459.1000061035156	0	0	1	0	0	0	0	3	-15.899999618530273	12.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0		0	0	0	0	0	-15.899999618530273	0	12.5	-0.03210526332259178	0.24163158237934113	-0.05871077626943588	1	0	0	0	1.6094379425048828	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"KY"	1980	3.6419999599456787	14.649384498596191	3611	3466	2810.5	1	0	0	0	0	0	0	3	-13.199999809265137	31.399999618530273	1910	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	-13.199999809265137	0	31.399999618530273	0.0401550829410553	0.7783162593841553	-0.08471614122390747	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	"LA"	1980	4.138000011444092	16.0244140625	3773	4063.10009765625	2636.89990234375	0	1	0	0	0	0	0	3	-23	18.399999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0		0	0	0	0	0	-23	0	18.399999618530273	-0.07688844203948975	0.6988868117332458	-0.00663081044331193	1	0	0	1	1.7917594909667969	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	"ME"	1980	1.1230000257492065	14.622319221496582	1020	1071.300048828125	695.5999755859375	0	0	0	0	1	0	0	3	-14.699999809265137	6	1908	0	0	1	0	1	0	0	10	0	10	0	0	0	0	0	0	4	0	1	10	100	0.931109607219696	0		0	0	0	0	-14.699999809265137	0	6	0	-0.050294164568185806	0.6819607615470886	-0.025849224999547005	1	4	0	0	1.6094379425048828	1.6094379425048828	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	"MD"	1980	4.190999984741211	20.065649032592773	4264	4418.5	3690.199951171875	1	0	0	0	0	0	0	3	-5.699999809265137	5.599999904632568	1915	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0		0	0	0	0	0	-5.699999809265137	0	5.599999904632568	-0.03623358532786369	0.8654314875602722	-0.005442462861537933	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21	"MA"	1980	5.73799991607666	19.350608825683594	5832	6166.2998046875	4938	1	0	0	0	0	0	0	3	-0.800000011920929	2.200000047683716	1918	0	0	1	1	1	0	0	3.5	3	0	0	1	0	1	0	0	1	4	1	3.5	12.25	0.5250839591026306	0		0	0	0	0	-0.800000011920929	0	2.200000047683716	0	-0.057321641594171524	0.846707820892334	-0.011754474602639675	0	1	1	0	0.6931471824645996	0.6931471824645996	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	"MI"	1980	9.265999794006348	18.780616760253906	9356	9746.900390625	2444.800048828125	0	1	0	0	0	0	0	3	-8.800000190734863	6.5	1908	0	1	1	0	1	0	10	8	0	5	0	0	0	0	0	1	12	4	1	10	100	0.931109607219696	0		0	0	0	0	-8.800000190734863	0	6.5	0	-0.04178071767091751	0.2613082528114319	-0.10726839303970337	1	12	0	0	2.5649492740631104	2.5649492740631104	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	"MN"	1980	4.050000190734863	18.631898880004883	4483	4803.10009765625	1872.0999755859375	0	1	0	0	0	0	0	3	-12.800000190734863	7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0		0	0	0	0	0	-12.800000190734863	0	7	-0.07140310108661652	0.4175998270511627	-0.0413726270198822	1	0	0	0	2.397895336151123	0	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	"MS"	1980	2.506999969482422	12.556118965148926	2171	2217.300048828125	840.7999877929688	1	0	0	0	0	0	0	3	-25.399999618530273	33	1992	0	0	0	1	0	0	0	0	12	0	0	1	0	1	0	0	1	1	0	0	0	0	0		0	0	0	0	0	-25.399999618530273	0	33	-0.021326599642634392	0.3872869610786438	-0.03251156955957413	0	0	1	1	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	"MO"	1980	4.9120001792907715	16.932287216186523	3088	3292.800048828125	679.0999755859375	0	1	0	0	0	0	0	3	-15.5	21	1908	1	1	0	0	1	5	8	0	0	5	1	1	1	0	0	0	1	1	1	5	25	0.6822617650032043	0		0	0	0	0	-15.5	0	21	0	-0.06632126122713089	0.21991579234600067	-0.05920213460922241	1	1	0	0	0.6931471824645996	0.6931471824645996	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	"MT"	1980	0.7870000004768372	15.992509841918945	769	810.7999877929688	147	0	0	1	0	0	0	0	3	-11.100000381469727	8.5	1904	1	1	0	0	1	5	10	0	0	5	1	1	1	1	0	0	7	2	1	5	25	0.6822617650032043	0		0	0	1		-11.100000381469727	0	8.5	0	-0.05435629189014435	0.19115734100341797	-0.0433616116642952	1	7	0	0	2.079441547393799	2.079441547393799	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	"NE"	1980	1.5670000314712524	18.101398468017578	1215	1264.0999755859375	52.70000076293945	0	0	0	0	0	0	1	3	-18.700000762939453	11.300000190734863	1912	1	1	0	0	1	7	10	0	0	5	1	1	1	1	0	0	4	0	1	7	49	0.8232006430625916	0		0	0	0	0	-18.700000762939453	0	11.300000190734863	0	-0.04041150212287903	0.04337448626756668	-0.06114930287003517	1	4	0	0	1.6094379425048828	1.6094379425048828	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	"NV"	1980	0.7649999856948853	20.264219284057617	649	726.9000244140625	374.1000061035156	0	1	0	0	0	0	0	3	-0.20000000298023224		1905	0	1	1	0	1	0	10	10	0	10	0	1	0	0	0	1	21	1	1	10	100	0.931109607219696	0		1		0	0	-0.20000000298023224	0			-0.12003085762262344	0.5764252543449402	-0.047837693244218826	1	21	0	0	3.0910425186157227	3.0910425186157227	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	"NH"	1980	0.9089999794960022	17.509624481201172	631	614.0999755859375	737.5	0	0	1	0	0	0	0	3	-12.800000190734863	3.4000000953674316		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	-12.800000190734863	0	3.4000000953674316	0.026782922446727753	1.168779730796814	-0.009702665731310844	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	"NJ"	1980	7.367000102996826	20.736221313476562	6540	6376.5	5374.7998046875	1	0	0	0	0	0	0	3	-3.4000000953674316	2.0999999046325684		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0		1		0	0	0	-3.4000000953674316	0	2.0999999046325684	0.02500000037252903	0.8218348622322083	-0.020087139680981636	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	"NM"	1980	1.284999966621399	15.54591178894043	1510	1678.199951171875	512.2999877929688	1	0	0	0	0	0	0	3	-16	16.5	1911	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	21	2	0	0	0	0	0		0	0	0	0	0	-16	0	16.5	-0.11139069497585297	0.33927151560783386	-0.03178437426686287	0	0	1	0	3.0910425186157227	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	"NY"	1980	17.583999633789062	19.523754119873047	19255	20426.19921875	22074.599609375	0	0	0	0	1	0	0	3	-3.0999999046325684	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0		0	0	0	0	0	-3.0999999046325684	0	2	-0.06082572042942047	1.1464346647262573	-0.020130831748247147	1	0	0	0	2.3025851249694824	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
33	"NC"	1980	5.822999954223633	14.973151206970215	4962	4811.5	1104.0999755859375	1	0	0	0	0	0	0	3	-20.700000762939453	28.600000381469727		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0		0	0	0	0	0	-20.700000762939453	0	28.600000381469727	0.030330512672662735	0.22251108288764954	-0.03373941779136658	0	0	1	1	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	"ND"	1980	0.652999997138977	17.072525024414062	727	741.7999877929688	130.8000030517578	0	0	0	1	0	0	0	3	-26.600000381469727	7.900000095367432	1914	1	1	0	0	1	2	4	0	0	2	0	0	0	0	0	1	5	1	1	2	4	0.32151272892951965	0		0	0	0	0	-26.600000381469727	0	7.900000095367432	0	-0.020357618108391762	0.17991746962070465	-0.05626198649406433	0	5	1	0	1.7917594909667969	1.7917594909667969	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
35	"OH"	1980	10.79800033569336	17.918750762939453	7937	7879.7001953125	3745.199951171875	0	0	0	0	0	1	0	3	-10.100000381469727	6.800000190734863	1912	0	1	1	0	1	0	10	6	0	6	1	1	0	0	0	0	0	4	1	10	100	0.931109607219696	0		0	0	0	0	-10.100000381469727	0	6.800000190734863	0	0.007219327613711357	0.4718659520149231	0.05670700594782829	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	"OK"	1980	2.9749999046325684	17.717235565185547	2435	2675.300048828125	1511	1	0	0	0	0	0	0	3	-27.299999237060547	33.099998474121094	1907	1	1	0	0	1	8	15	0	0	5	1	0	0	0	0	0	33	2	1	8	64	0.8700616359710693	0		0	0	0	0	-27.299999237060547	0	33.099998474121094	0	-0.0986858531832695	0.6205338835716248	-0.03386388719081879	0	33	1	0	3.526360511779785	3.526360511779785	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	"OR"	1980	2.5880000591278076	17.873180389404297	2518	2683.39990234375	3808.800048828125	0	1	0	0	0	0	0	3	-7.900000095367432	10.5	1902	1	1	0	0	1	6	8	0	0	4	1	0	0	1	0	0	11	5	1	6	36	0.7615941762924194	0		0	0	0	0	-7.900000095367432	0	10.5	0	-0.06568701565265656	1.5126290321350098	-0.06761091202497482	1	11	0	0	2.4849066734313965	2.4849066734313965	1	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
38	"PA"	1980	11.887999534606934	17.63248634338379	9610	10446	6293.2998046875	0	0	0	1	0	0	0	3	-10.600000381469727	2.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	-10.600000381469727	0	2.5	-0.08699271827936172	0.6548699140548706	-0.043500866740942	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
39	"RI"	1980	0.949999988079071	17.744163513183594	1014	1037.5999755859375	1175.9000244140625	1	0	0	0	0	0	0	3	-2.0999999046325684	3.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	-2.0999999046325684	0	3.5	-0.023274138569831848	1.1596647500991821	-0.01730974391102791	0	0	1	0	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	"SC"	1980	3.0899999141693115	14.13668155670166	2518	2644.39990234375	1569.699951171875	1	0	0	0	0	0	0	3	-21.399999618530273	32.099998474121094		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0		0	0	0	0	0	-21.399999618530273	0	32.099998474121094	-0.05019853264093399	0.6233915686607361	-0.03294989466667175	0	0	1	1	1.0986123085021973	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	"SD"	1980	0.6880000233650208	15.135749816894531	618	603.5	576.0999755859375	0	0	0	1	0	0	0	3	-24.100000381469727	9.199999809265137	1898	1	1	0	0	1	5	10	0	0	5	0	0	0	0	0	0	6	0	1	5	25	0.6822617650032043	0		0	0	0	0	-24.100000381469727	0	9.199999809265137	0	0.02346278354525566	0.9322006106376648	-0.062914177775383	0	6	1	0	1.945910096168518	1.945910096168518	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
42	"TN"	1980	4.559999942779541	14.805367469787598	3107	3225.5	1308.5	0	1	0	0	0	0	0	3	-16.600000381469727	31.899999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0		0	0	0	0	0	-16.600000381469727	0	31.899999618530273	-0.03813968598842621	0.42114579677581787	-0.04336559399962425	1	0	0	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
