stateno	state	year	totpop	rpcpinc	sgenexp	stotrev	stltdebt	dmajdgov	dmajrgov	rmajdgov	rmajrgov	nmajdgov	nmajrgov	othergov	_merge	ideology	religion	adopted	statutry	constnl	indstat	indconst	referend	sigstat	sigconst	sigindst	sigindc	sigref	singlsub	contrest	judicrev	adminrev	legisrev	postrest	fedtribe	nonfedtr	init	sigs	sigsq	invsigs	indgam	adopt_ig	casino	adopt_cg	cardtab	adopt_ct	initideo	noinideo	initrel	noinrel	deficit	debt	drpcpinc	divgov	inittrib	unified	south	lnftribe	initlnft	pl280	calif	dur_ig	spline1	spline2	spline3	_t_ig0	_t_ig1	_t_ig2	_t_ig3	_t_ig4	_t_ig5	_t_ig6	_t_ig7	_t_ig8	_t_ig9	_t_ig10	nbrs_cg1	nbrs_cg3	nbrs_cg2	nbrs_cg4	nbrs_ig1	nbrs_ig3	nbrs_ig2	nbrs_ig4	nbrs_ct1	nbrs_ct3	nbors	nbrs_ct2	nbrs_ct4	nbrs	source_count
46	"VA"	1985	5.635000228881836	20.543664932250977	6528	7034.89990234375	2822.300048828125	1	0	0	0	0	0	0	3	-17.899999618530273	17.799999237060547		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0		0	0	0	0	0	-17.899999618530273	0	17.799999237060547	-0.07765010744333267	0.4323376417160034	0.014339648187160492	0	0	1	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	"WA"	1985	4.348999977111816	19.405162811279297	6633	6800.5	2898.199951171875	1	0	0	0	0	0	0	3	-5.900000095367432	6.699999809265137	1912	1	0	1	0	1	8	0	8	0	4	1	0	0	1	0	1	29	9	1	8	64	0.8700616359710693	0		0	0	1		-5.900000095367432	0	6.699999809265137	0	-0.02525252476334572	0.43693652749061584	-0.01031880360096693	0	29	1	0	3.4011974334716797	3.4011974334716797	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	"WV"	1985	1.9520000219345093	14.760334968566895	2571	2784.699951171875	1633.4000244140625	0	1	0	0	0	0	0	3	-9.199999809265137	15.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	-9.199999809265137	0	15.5	-0.08311939239501953	0.6353170275688171	-0.007978178560733795	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	"WI"	1985	4.763000011444092	18.702865600585938	6924	7934.7001953125	3552.10009765625	1	0	0	0	0	0	0	3	-10.5	7.400000095367432		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0		0	0	0	0	0	-10.5	0	7.400000095367432	-0.14597056806087494	0.513012707233429	-0.015028475783765316	0	0	1	0	2.397895336151123	0	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	"WY"	1985	0.5130000114440918	18.817644119262695	1271	1569.199951171875	716.2999877929688	0	0	1	0	0	0	0	3	-17.799999237060547	17.5	1968	0	0	1	0	1	15	0	0	0	15	1	1	0	0	0	1	2	0	1	15	225	0.9866142868995667	0		0	0	0	0	-17.799999237060547	0	17.5	0	-0.23461836576461792	0.5635719895362854	0.00609877984970808	1	2	0	0	1.0986123085021973	1.0986123085021973	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	"AL"	1986	4.020999908447266	16.321062088012695	5544	5535.10009765625	3232.39990234375	0	1	0	0	0	0	0	3	-23.100000381469727	33.900001525878906		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0		0	0	0	0	0	-23.100000381469727	0	33.900001525878906	0.001605321536771953	0.583044707775116	0.06812215596437454	1	0	0	1	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"AK"	1986		25.729684829711914	4606	0	0	0	0	0	0	1	0	0	3			1956	0	0	1	0	1	0	0	10	0	10	1	1	0	1	0	1			1	10	100	0.931109607219696	0		0	0	0	0					1	0	0.06378432363271713	1		0	0			1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	"AZ"	1986	3.1610000133514404	19.611711502075195	4251	4293	683.9000244140625	0	0	0	1	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	19	2	1	10	100	0.931109607219696	0		0	0	0	0	-18.200000762939453	0	14.199999809265137	0	-0.009880028665065765	0.16087980568408966	0.07544618099927902	0	19	1	0	2.995732307434082	2.995732307434082	0	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	"AR"	1986	2.359999895095825	15.730517387390137	2797	2925	824.7000122070312	1	0	0	0	0	0	0	3	-18.299999237060547	29.600000381469727	1910	1	1	0	0	1	8	10	0	0	6	0	0	1	1	0	1	1	0	1	8	64	0.8700616359710693	0		0	0	0	0	-18.299999237060547	0	29.600000381469727	0	-0.04576331749558449	0.2948516309261322	0.055226415395736694	0	1	1	1	0.6931471824645996	0.6931471824645996	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	"CA"	1986	26.35300064086914	24.222763061523438	45775	46047	16053.599609375	0	1	0	0	0	0	0	3	-6.199999809265137	6.800000190734863	1911	1	1	0	0	1	5	8	0	0	5	1	0	0	0	1	0	95	36	1	5	25	0.6822617650032043	0		0	0	0	0	-6.199999809265137	0	6.800000190734863	0	-0.005942108109593391	0.35070669651031494	0.09643007814884186	1	95	0	0	4.564348220825195	4.564348220825195	1	1					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	"CO"	1986	3.2320001125335693	21.687728881835938	4251	4133.5	1520	0	0	1	0	0	0	0	3	-8.600000381469727	9.800000190734863	1912	1	1	0	0	1	5	5	0	0	5	1	0	0	1	0	0	2	1	1	5	25	0.6822617650032043	0		0	0	0	0	-8.600000381469727	0	9.800000190734863	0	0.027640555053949356	0.35756292939186096	0.040329474955797195	1	2	0	0	1.0986123085021973	1.0986123085021973	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	"CT"	1986	3.174999952316284	28.03599739074707	4871	5698	6355.5	1	0	0	0	0	0	0	3	-4.400000095367432	2.200000047683716		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0		0	0	0	0	0	-4.400000095367432	0	2.200000047683716	-0.16978032886981964	1.304762840270996	0.08675481379032135	0	0	1	0	1.0986123085021973	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	"DE"	1986	0.6259999871253967	22.357051849365234	1251	1541.800048828125	1822.5	0	0	0	0	0	1	0	3	-12.199999809265137	2.799999952316284		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	-12.199999809265137	0	2.799999952316284	-0.2324540764093399	1.4568345546722412	0.07126987725496292	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9	"FL"	1986	11.366999626159668	21.091100692749023	12148	11882.2001953125	5014.39990234375	0	1	0	0	0	0	0	3	-17.100000381469727	15.300000190734863	1972	0	1	0	0	0	0	8	0	0	0	1	0	1	0	0	0	2	5	1	8	64	0.8700616359710693	0		0	0	0	0	-17.100000381469727	0	15.300000190734863	0	0.021880129352211952	0.41277575492858887	0.09019286930561066	1	2	0	1	1.0986123085021973	1.0986123085021973	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	"GA"	1986	5.974999904632568	19.47600746154785	7087	7572.10009765625	2157.60009765625	1	0	0	0	0	0	0	3	-17.700000762939453	31.200000762939453		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0		0	0	0	0	0	-17.700000762939453	0	31.200000762939453	-0.06844928860664368	0.3044447600841522	0.09669304639101028	0	0	1	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	"HI"	1986	1.0499999523162842	21.175003051757812	2081	2245.300048828125	2642.10009765625	1	0	0	0	0	0	0	3				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0		0	0	0	0					-0.07895244657993317	1.2696300745010376	0.06224512681365013	0		1	0			0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	"ID"	1986	1.0049999952316284	16.110916137695312	1258	1298.5	629.2000122070312	0	0	1	0	0	0	0	3	-27.899999618530273	34.79999923706055	1912	1	0	0	0	1	6	0	0	0	10	1	0	0	1	0	0	5	1	1	6	36	0.7615941762924194	0		0	0	0	0	-27.899999618530273	0	34.79999923706055	0	-0.03219395875930786	0.500158965587616	0.054931625723838806	1	5	0	0	1.7917594909667969	1.7917594909667969	0	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
13	"IL"	1986	11.538999557495117	22.180233001708984	14781	15377.2001953125	9603.900390625	0	1	0	0	0	0	0	3	-10.100000381469727	8.600000381469727	1970	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	8	64	0.8700616359710693	0		0	0	0	0	-10.100000381469727	0	8.600000381469727	0	-0.040335580706596375	0.649746298789978	0.06556075811386108	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"IN"	1986	5.5	18.830724716186523	6624	7102.5	1624	0	0	0	1	0	0	0	3	-16.700000762939453	12.899999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		0	0	0	0	0	-16.700000762939453	0	12.899999618530273	-0.07223732024431229	0.24516908824443817	0.043322838842868805	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"IA"	1986	2.872999906539917	18.970279693603516	4229	4004	873.0999755859375	0	1	0	0	0	0	0	3	-13.5	8.600000381469727		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	-13.5	0	8.600000381469727	0.053204067051410675	0.20645542442798615	0.06372939050197601	1	0	0	0	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"KS"	1986	2.447999954223633	20.69908332824707	3002	3142	318.8999938964844	0	0	0	1	0	0	0	3	-15.899999618530273	12.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0		0	0	0	0	0	-15.899999618530273	0	12.5	-0.04663557559251785	0.10622917860746384	0.03772846609354019	0	0	1	0	1.6094379425048828	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"KY"	1986	3.7239999771118164	16.19352912902832	4982	5396.10009765625	3633.300048828125	1	0	0	0	0	0	0	3	-13.199999809265137	31.399999618530273	1910	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	-13.199999809265137	0	31.399999618530273	-0.08311925083398819	0.7292854189872742	0.027699781581759453	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	"LA"	1986	4.484000205993652	16.063419342041016	6562	6961.2001953125	8094.5	1	0	0	0	0	0	0	3	-23	18.399999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0		0	0	0	0	0	-23	0	18.399999618530273	-0.06083514168858528	1.2335416078567505	-0.004773433785885572	0	0	1	1	1.7917594909667969	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	"ME"	1986	1.1640000343322754	18.54966926574707	1705	1847.800048828125	1223.9000244140625	0	1	0	0	0	0	0	3	-14.699999809265137	6	1908	0	0	1	0	1	0	0	10	0	10	0	0	0	0	0	0	4	0	1	10	100	0.931109607219696	0		0	0	0	0	-14.699999809265137	0	6	0	-0.08375369757413864	0.7178299427032471	0.12380731850862503	1	4	0	0	1.6094379425048828	1.6094379425048828	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	"MD"	1986	4.390999794006348	24.419015884399414	6381	7093.10009765625	5065.7998046875	1	0	0	0	0	0	0	3	-5.699999809265137	5.599999904632568	1915	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0		0	0	0	0	0	-5.699999809265137	0	5.599999904632568	-0.11159694194793701	0.7938880920410156	0.08444760739803314	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21	"MA"	1986	5.822999954223633	25.386337280273438	10171	10417	9760.2001953125	1	0	0	0	0	0	0	3	-0.800000011920929	2.200000047683716	1918	0	0	1	1	1	0	0	3.5	3	0	0	1	0	1	0	0	1	4	1	3.5	12.25	0.5250839591026306	0		0	0	0	0	-0.800000011920929	0	2.200000047683716	0	-0.02418641187250614	0.9596107006072998	0.09337767213582993	0	1	1	0	0.6931471824645996	0.6931471824645996	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	"MI"	1986	9.088000297546387	21.361753463745117	14063	15164.599609375	5871.7998046875	0	0	0	0	1	0	0	3	-8.800000190734863	6.5	1908	0	1	1	0	1	0	10	8	0	5	0	0	0	0	0	1	12	4	1	10	100	0.931109607219696	0		0	0	0	0	-8.800000190734863	0	6.5	0	-0.07833318412303925	0.41753536462783813	0.08470211923122406	1	12	0	0	2.5649492740631104	2.5649492740631104	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	"MN"	1986	4.190999984741211	21.312667846679688	7492	8260.7001953125	3502.60009765625	1	0	0	0	0	0	0	3	-12.800000190734863	7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0		0	0	0	0	0	-12.800000190734863	0	7	-0.10260280221700668	0.46751201152801514	0.05424067750573158	0	0	1	0	2.397895336151123	0	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	"MS"	1986	2.61299991607666	13.846785545349121	3204	3303.300048828125	1006.9000244140625	1	0	0	0	0	0	0	3	-25.399999618530273	33	1992	0	0	0	1	0	0	0	0	12	0	0	1	0	1	0	0	1	1	0	0	0	0	0		0	0	0	0	0	-25.399999618530273	0	33	-0.030992524698376656	0.3142634332180023	0.07973282784223557	0	0	1	1	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	"MO"	1986	5.035999774932861	19.977699279785156	5442	5785.7998046875	3249.199951171875	0	1	0	0	0	0	0	3	-15.5	21	1908	1	1	0	0	1	5	8	0	0	5	1	1	1	0	0	0	1	1	1	5	25	0.6822617650032043	0		0	0	0	0	-15.5	0	21	0	-0.063175268471241	0.5970599055290222	0.0723189115524292	1	1	0	0	0.6931471824645996	0.6931471824645996	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	"MT"	1986	0.824999988079071	16.357925415039062	1318	1388	744.5	0	0	0	0	0	0	1	3	-11.100000381469727	8.5	1904	1	1	0	0	1	5	10	0	0	5	1	1	1	1	0	0	7	2	1	5	25	0.6822617650032043	0		0	0	1		-11.100000381469727	0	8.5	0	-0.05311077460646629	0.5648710131645203	0.04788930341601372	1	7	0	0	2.079441547393799	2.079441547393799	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	"NE"	1986	1.6050000190734863	18.713594436645508	2067	2003.300048828125	1025.300048828125	0	0	0	0	0	0	1	3	-18.700000762939453	11.300000190734863	1912	1	1	0	0	1	7	10	0	0	5	1	1	1	1	0	0	4	0	1	7	49	0.8232006430625916	0		0	0	0	0	-18.700000762939453	0	11.300000190734863	0	0.030817586928606033	0.4960329234600067	0.024981334805488586	1	4	0	0	1.6094379425048828	1.6094379425048828	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	"NV"	1986	0.9390000104904175	22.312875747680664	1318	1397.9000244140625	1108.4000244140625	0	0	0	0	1	0	0	3	-0.20000000298023224		1905	0	1	1	0	1	0	10	10	0	10	0	1	0	0	0	1	21	1	1	10	100	0.931109607219696	0		1		0	0	-0.20000000298023224	0			-0.06062217429280281	0.8409711718559265	0.10564634948968887	1	21	0	0	3.0910425186157227	3.0910425186157227	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	"NH"	1986	0.9980000257492065	23.90956687927246	1012	1067.800048828125	1979.199951171875	0	0	0	1	0	0	0	3	-12.800000190734863	3.4000000953674316		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	-12.800000190734863	0	3.4000000953674316	-0.05513838678598404	1.9557311534881592	0.15179069340229034	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	"NJ"	1986	7.567999839782715	27.12640380859375	11858	13244.7001953125	13364.7998046875	0	0	0	0	0	1	0	3	-3.4000000953674316	2.0999999046325684		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0		1		0	0	0	-3.4000000953674316	0	2.0999999046325684	-0.11694216728210449	1.1270703077316284	0.13164399564266205	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	"NM"	1986	1.4500000476837158	16.38374137878418	2861	3124	1274.699951171875	0	0	0	0	0	0	1	3	-16	16.5	1911	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	21	2	0	0	0	0	0		0	0	0	0	0	-16	0	16.5	-0.09192589670419693	0.445543497800827	0.05079733207821846	1	0	0	0	3.0910425186157227	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	"NY"	1986	17.767000198364258	24.110498428344727	33359	37432.3984375	31748.599609375	0	0	0	0	1	0	0	3	-3.0999999046325684	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0		0	0	0	0	0	-3.0999999046325684	0	2	-0.12210793048143387	0.95172518491745	0.08555350452661514	1	0	0	0	2.3025851249694824	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
33	"NC"	1986	6.257999897003174	17.95838165283203	7828	8288.099609375	2145.800048828125	0	1	0	0	0	0	0	3	-20.700000762939453	28.600000381469727		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0		0	0	0	0	0	-20.700000762939453	0	28.600000381469727	-0.0587761364877224	0.2741185426712036	0.08463101089000702	1	0	0	1	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	"ND"	1986	0.6850000023841858	16.494890213012695	1440	1471.9000244140625	585.0999755859375	0	0	0	0	1	0	0	3	-26.600000381469727	7.900000095367432	1914	1	1	0	0	1	2	4	0	0	2	0	0	0	0	0	1	5	1	1	2	4	0.32151272892951965	0		0	0	0	0	-26.600000381469727	0	7.900000095367432	0	-0.022152794525027275	0.40631943941116333	-0.08943086117506027	1	5	0	0	1.7917594909667969	1.7917594909667969	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
35	"OH"	1986	10.77400016784668	19.86041259765625	14071	14775.900390625	8095.39990234375	0	0	0	0	1	0	0	3	-10.100000381469727	6.800000190734863	1912	0	1	1	0	1	0	10	6	0	6	1	1	0	0	0	0	0	4	1	10	100	0.931109607219696	0		0	0	0	0	-10.100000381469727	0	6.800000190734863	0	-0.05009596794843674	0.5753251314163208	0.049306198954582214	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	"OK"	1986	3.302000045776367	17.386640548706055	4367	4933.39990234375	3576.699951171875	0	1	0	0	0	0	0	3	-27.299999237060547	33.099998474121094	1907	1	1	0	0	1	8	15	0	0	5	1	0	0	0	0	0	33	2	1	8	64	0.8700616359710693	0		0	0	0	0	-27.299999237060547	0	33.099998474121094	0	-0.12970000505447388	0.8190290927886963	0.002943826373666525	1	33	0	0	3.526360511779785	3.526360511779785	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	"OR"	1986	2.687999963760376	18.91263771057129	3986	4079.39990234375	6275	1	0	0	0	0	0	0	3	-7.900000095367432	10.5	1902	1	1	0	0	1	6	8	0	0	4	1	0	0	1	0	0	11	5	1	6	36	0.7615941762924194	0		0	0	0	0	-7.900000095367432	0	10.5	0	-0.023431988433003426	1.574259877204895	0.07513697445392609	0	11	1	0	2.4849066734313965	2.4849066734313965	1	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
38	"PA"	1986	11.864999771118164	20.56875991821289	15088	16662.099609375	7253.89990234375	0	0	0	0	1	0	0	3	-10.600000381469727	2.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	-10.600000381469727	0	2.5	-0.10432791709899902	0.48077279329299927	0.08431947231292725	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
39	"RI"	1986	0.9670000076293945	21.056026458740234	1787	1859.5999755859375	2637.800048828125	0	1	0	0	0	0	0	3	-2.0999999046325684	3.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	-2.0999999046325684	0	3.5	-0.040626734495162964	1.4761052131652832	0.06881806254386902	1	0	0	0	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	"SC"	1986	3.3329999446868896	16.297536849975586	4400	4544.89990234375	3383.300048828125	0	1	0	0	0	0	0	3	-21.399999618530273	32.099998474121094		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0		0	0	0	0	0	-21.399999618530273	0	32.099998474121094	-0.032931797206401825	0.7689318060874939	0.04736330732703209	1	0	0	1	1.0986123085021973	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	"SD"	1986	0.7080000042915344	16.396263122558594	964	929.4000244140625	1086.4000244140625	0	0	0	1	0	0	0	3	-24.100000381469727	9.199999809265137	1898	1	1	0	0	1	5	10	0	0	5	0	0	0	0	0	0	6	0	1	5	25	0.6822617650032043	0		0	0	0	0	-24.100000381469727	0	9.199999809265137	0	0.03589209169149399	1.1269710063934326	0.024502888321876526	0	6	1	0	1.945910096168518	1.945910096168518	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
42	"TN"	1986	4.765999794006348	17.410022735595703	5025	5351.2998046875	1755.4000244140625	1	0	0	0	0	0	0	3	-16.600000381469727	31.899999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0		0	0	0	0	0	-16.600000381469727	0	31.899999618530273	-0.06493528187274933	0.34933334589004517	0.08138155192136765	0	0	1	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	"TX"	1986	16.381999969482422	19.23370361328125	17536	18795.80078125	5192.5	0	1	0	0	0	0	0	3	-23.200000762939453	24.399999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0		0	0	0	0	0	-23.200000762939453	0	24.399999618530273	-0.07184083014726639	0.29610514640808105	0.006907360628247261	1	0	0	1	1.3862943649291992	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	"UT"	1986	1.6440000534057617	15.823077201843262	2564	2582.5	1333.300048828125	0	0	0	1	0	0	0	3	-28	76.30000305175781	1900	1	0	1	0	1	10	0	10	0	10	0	0	1	0	0	0	3	3	1	10	100	0.931109607219696	0		0	0	0	0	-28	0	76.30000305175781	0	-0.00721528846770525	0.520007848739624	0.049409277737140656	0	3	1	0	1.3862943649291992	1.3862943649291992	0	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	"VT"	1986	0.5350000262260437	19.0354061126709	954	984.4000244140625	887.2999877929688	0	0	0	0	1	0	0	3	-11.399999618530273	3.4000000953674316		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		0	0	0	0	0	-11.399999618530273	0	3.4000000953674316	-0.03186585381627083	0.9300838708877563	0.14440388977527618	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	"VA"	1986	5.703999996185303	22.25187110900879	7234	7687.10009765625	3314.800048828125	1	0	0	0	0	0	0	3	-17.899999618530273	17.799999237060547		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0		0	0	0	0	0	-17.899999618530273	0	17.799999237060547	-0.06263479590415955	0.4582250416278839	0.08315002173185349	0	0	1	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	"WA"	1986	4.4070000648498535	21.3038387298584	7402	7407.5	3029.199951171875	1	0	0	0	0	0	0	3	-5.900000095367432	6.699999809265137	1912	1	0	1	0	1	8	0	8	0	4	1	0	0	1	0	1	29	9	1	8	64	0.8700616359710693	0		0	0	1		-5.900000095367432	0	6.699999809265137	0	-0.0007430424448102713	0.4092407524585724	0.09784385561943054	0	29	1	0	3.4011974334716797	3.4011974334716797	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	"WV"	1986	1.9359999895095825	15.111337661743164	2780	2964.199951171875	1628.300048828125	0	1	0	0	0	0	0	3	-9.199999809265137	15.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	-9.199999809265137	0	15.5	-0.0662589743733406	0.5857194662094116	0.023780129849910736	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
