state	statenum	year	adopt	elect1	elect2	income1	fiscal	party	religion	neighbor	nbrpercn
"TX"	43	71	0	0	0	90.03	0.015	1.0	24.4	0	0.0
"UT"	44	71	0	0	1	74.35	-0.083	0.0	75.9	0	0.0
"VA"	46	71	0	0	1	85.04	-0.089	0.0	16.8	0	0.0
"VT"	45	71	0	0	0	78.22	-0.18	0.0	1.0	2	0.6667
"WA"	47	71	0	0	1	92.05	-0.199	0.0	7.0	0	0.0
"WI"	49	71	0	0	0	86.84	-0.042	0.0	11.8	0	0.0
"WV"	48	71	0	0	1	70.64	-0.179	0.0	6.8	0	0.0
"WY"	50	71	0	0	0	83.75	-0.061	1.0	15.3	0	0.0
"AL"	1	72	0	0	1	68.9	-0.12	1.0	34.0	0	0.0
"AR"	4	72	0	1	0	68.42	-0.033	1.0	29.6	0	0.0
"AZ"	3	72	0	0	1	87.22	-0.068	1.0	14.5	0	0.0
"CA"	5	72	0	0	1	103.2	-0.179	0.0	6.2	0	0.0
"CO"	6	72	0	0	1	92.82	-0.077	1.0	8.9	0	0.0
"CT"	7	72	0	0	1	110.9	-0.288	0.0	1.3	1	0.3333
"DE"	8	72	0	1	0	103.5	-0.125	1.0	2.9	1	0.3333
"FL"	9	72	0	0	1	87.4	-0.09	1.0	15.3	0	0.0
"GA"	10	72	0	0	1	80.13	-0.086	1.0	31.1	0	0.0
"IA"	15	72	0	1	0	86.34	-0.143	1.0	7.8	0	0.0
"ID"	12	72	0	0	1	75.46	-0.117	0.0	33.6	0	0.0
"IL"	13	72	0	1	0	106.2	-0.051	0.0	8.1	0	0.0
"IN"	14	72	0	1	0	89.57	-0.071	1.0	10.3	0	0.0
"KS"	16	72	0	1	0	93.64	-0.083	0.0	10.5	0	0.0
"KY"	17	72	0	0	0	73.34	-0.05	1.0	31.4	0	0.0
"LA"	18	72	0	1	0	72.29	-0.066	1.0	18.4	0	0.0
"MA"	21	72	1	0	1	101.5	-0.186	0.0	0.8	2	0.3333
"MD"	20	72	0	0	1	100.5	-0.094	1.0	4.9	0	0.0
"ME"	19	72	0	0	1	74.74	-0.207	0.0	2.3	1	0.5
"MI"	22	72	1	0	1	98.67	-0.149	0.0	7.5	0	0.0
"MN"	23	72	0	0	1	89.91	-0.094		9.3	0	0.0
"MO"	25	72	0	1	0	87.72	-0.109	1.0	20.4	0	0.0
"MS"	24	72	0	0	0	62.29	-0.097	1.0	34.4	0	0.0
"MT"	26	72	0	1	0	81.47	-0.18	0.0	7.9	0	0.0
"NC"	33	72	0	1	0	75.94	-0.04	1.0	28.5	0	0.0
"ND"	34	72	0	1	0	77.94	-0.027	0.0	6.9	0	0.0
"NE"	27	72	0	0	1	93.59	-0.009		10.9	0	0.0
"NM"	31	72	0	0	1	72.38	0.023	1.0	16.4	0	0.0
"NV"	28	72	0	0	1	113.4	-0.092	0.0	13.4	0	0.0
"OH"	35	72	0	0	1	92.81	-0.224	0.0	5.7	0	0.0
"OK"	36	72	0	0	1	77.86	-0.093	1.0	33.2	0	0.0
"OR"	37	72	0	0	1	88.41	-0.187	0.0	10.0	0	0.0
"PA"	38	72	1	0	1	92.16	-0.231	1.0	2.0	2	0.3333
"RI"	39	72	0	1	0	92.79	-0.181	1.0	0.7	0	0.0
"SC"	40	72	0	0	1	69.91	-0.021	1.0	32.2	0	0.0
"SD"	41	72	0	1	0	75.92	-0.042	0.0	9.9	0	0.0
"TN"	42	72	0	0	1	76.47	-0.093	0.0	31.9	0	0.0
"TX"	43	72	0	1	0	86.25	-0.024	1.0	24.4	0	0.0
"UT"	44	72	0	1	0	77.2	-0.095	0.0	75.9	0	0.0
"VA"	46	72	0	0	1	86.73	-0.09	0.0	16.8	0	0.0
"VT"	45	72	0	1	0	83.3	-0.21	0.0	1.0	2	0.6667
"WA"	47	72	0	1	0	91.78	-0.281	0.0	7.0	0	0.0
"WI"	49	72	0	0	1	87.04	-0.093	0.0	11.8	0	0.0
"WV"	48	72	0	1	0	72.98	-0.158	0.0	6.8	0	0.0
"WY"	50	72	0	0	1	85.31	-0.04	1.0	15.3	0	0.0
"AL"	1	73	0	0	1	71.15	-0.087	1.0	34.0	0	0.0
"AR"	4	73	0	0	0	70.38	0.032	1.0	29.6	0	0.0
"AZ"	3	73	0	0	1	91.63	-0.062	1.0	14.5	0	0.0
"CA"	5	73	0	0	1	107.4	-0.077	0.0	6.2	0	0.0
"CO"	6	73	0	0	1	95.11	-0.039	1.0	8.9	0	0.0
"CT"	7	73	0	0	1	114.7	-0.186	1.0	1.3	2	0.6667
"DE"	8	73	0	0	0	105.0	-0.066	0.0	2.9	2	0.6667
"FL"	9	73	0	0	1	88.6	-0.001	1.0	15.3	0	0.0
"GA"	10	73	0	0	1	82.34	-0.005	1.0	31.1	0	0.0
"IA"	15	73	0	0	0	92.07	-0.122	1.0	7.8	0	0.0
"ID"	12	73	0	0	1	79.41	-0.09	0.0	33.6	0	0.0
"IL"	13	73	0	0	0	109.9	-0.017	0.0	8.1	1	0.1667
"IN"	14	73	0	0	0	93.98	-0.041	1.0	10.3	1	0.25
"KS"	16	73	0	0	0	98.19	-0.041	0.0	10.5	0	0.0
"KY"	17	73	0	0	1	77.08	-0.102	1.0	31.4	0	0.0
"LA"	18	73	0	0	0	75.04	-0.052	1.0	18.4	0	0.0
"MD"	20	73	1	0	1	105.3	-0.132	1.0	4.9	1	0.25
"ME"	19	73	0	0	1	77.22	-0.119	0.0	2.3	2	1.0
"MN"	23	73	0	0	1	93.34	-0.055		9.3	0	0.0
"MO"	25	73	0	0	0	90.22	-0.039	0.0	20.4	0	0.0
"MS"	24	73	0	0	1	65.49	-0.059	1.0	34.4	0	0.0
"MT"	26	73	0	0	0	83.74	-0.085	1.0	7.9	0	0.0
"NC"	33	73	0	0	0	79.57	-0.008	0.0	28.5	0	0.0
"ND"	34	73	0	0	0	81.06	-0.023	0.0	6.9	0	0.0
"NE"	27	73	0	0	1	92.49	0.007		10.9	0	0.0
"NM"	31	73	0	0	1	77.61	0.038	1.0	16.4	0	0.0
"NV"	28	73	0	0	1	108.5	-0.144	1.0	13.4	0	0.0
"OH"	35	73	0	0	1	96.81	-0.191	0.0	5.7	2	0.4
"OK"	36	73	0	0	1	81.33	-0.036	1.0	33.2	0	0.0
"OR"	37	73	0	0	1	92.12	-0.2	0.0	10.0	0	0.0
"RI"	39	73	0	0	0	95.02	-0.121	1.0	0.7	1	0.5
"SC"	40	73	0	0	1	73.29	-0.017	1.0	32.2	0	0.0
"SD"	41	73	0	0	0	78.73	-0.016	0.0	9.9	0	0.0
"TN"	42	73	0	0	1	77.3	-0.009	0.0	31.9	0	0.0
"TX"	43	73	0	0	0	86.92	0.011	1.0	24.4	0	0.0
"UT"	44	73	0	0	0	79.8	-0.093	0.0	75.9	0	0.0
"VA"	46	73	0	1	0	91.23	-0.067	0.0	16.8	0	0.0
"VT"	45	73	0	0	0	83.79	-0.168	0.0	1.0	3	1.0
"WA"	47	73	0	0	0	96.48	-0.158	0.0	7.0	0	0.0
"WI"	49	73	0	0	1	89.89	-0.047	0.0	11.8	1	0.5
"WV"	48	73	0	0	0	76.35	-0.161	0.0	6.8	1	0.2
"WY"	50	73	0	0	1	92.83	-0.086	1.0	15.3	0	0.0
"AL"	1	74	0	1	0	78.37	-0.044	1.0	34.0	0	0.0
"AR"	4	74	0	1	0	80.74	0.075	1.0	29.6	0	0.0
"AZ"	3	74	0	1	0	94.91	-0.029	1.0	14.5	0	0.0
"CA"	5	74	0	1	0	111.7	-0.033	0.0	6.2	0	0.0
"CO"	6	74	0	1	0	101.1	0.045	1.0	8.9	0	0.0
"CT"	7	74	0	1	0	120.5	-0.059	1.0	1.3	2	0.6667
"DE"	8	74	0	0	1	116.8	-0.152	0.0	2.9	3	1.0
"FL"	9	74	0	1	0	99.0	0.024	1.0	15.3	0	0.0
"GA"	10	74	0	1	0	87.99	-0.012	1.0	31.1	0	0.0
"IA"	15	74	0	1	0	108.4	-0.04	1.0	7.8	0	0.0
"ID"	12	74	0	1	0	88.87	-0.067	0.0	33.6	0	0.0
"IL"	13	74	1	0	1	117.6	-0.037	0.0	8.1	1	0.1667
"IN"	14	74	0	0	1	101.3	-0.014	1.0	10.3	1	0.25
"KS"	16	74	0	1	0	108.4	0.08	0.0	10.5	0	0.0
"KY"	17	74	0	0	1	82.28	-0.004	1.0	31.4	0	0.0
"LA"	18	74	0	0	1	87.72	-0.047	1.0	18.4	0	0.0
"ME"	19	74	1	1	0	81.99	-0.126	0.0	2.3	2	1.0
"MN"	23	74	0	1	0	104.3	-0.018		9.3	0	0.0
"MO"	25	74	0	0	1	97.85	0.022	0.0	20.4	0	0.0
"MS"	24	74	0	0	1	71.79	-0.008	1.0	34.4	0	0.0
"MT"	26	74	0	0	1	94.47	-0.061	1.0	7.9	0	0.0
"NC"	33	74	0	0	1	86.46	0.055	0.0	28.5	0	0.0
"ND"	34	74	0	0	1	99.02	0.024	0.0	6.9	0	0.0
"NE"	27	74	0	1	0	101.8	0.07		10.9	0	0.0
"NM"	31	74	0	1	0	79.36	0.046	1.0	16.4	0	0.0
"NV"	28	74	0	1	0	108.4	-0.097	1.0	13.4	0	0.0
"OH"	35	74	1	1	0	102.9	-0.16	0.0	5.7	2	0.4
"OK"	36	74	0	1	0	88.16	-0.036	1.0	33.2	0	0.0
"OR"	37	74	0	1	0	98.72	-0.096	0.0	10.0	0	0.0
"RI"	39	74	1	1	0	98.59	-0.068	1.0	0.7	1	0.5
"SC"	40	74	0	1	0	78.93	0.02	1.0	32.2	0	0.0
"SD"	41	74	0	1	0	98.15	-0.006	0.0	9.9	0	0.0
"TN"	42	74	0	1	0	79.53	0.038	0.0	31.9	0	0.0
"TX"	43	74	0	1	0	87.81	0.086	1.0	24.4	0	0.0
"UT"	44	74	0	0	1	82.9	0.001	0.0	75.9	0	0.0
"VA"	46	74	0	0	0	98.82	-0.058	0.0	16.8	1	0.2
"VT"	45	74	0	1	0	82.7	-0.14	0.0	1.0	3	1.0
"WA"	47	74	0	0	1	104.6	-0.143	0.0	7.0	0	0.0
"WI"	49	74	0	1	0	96.97	0.013	0.0	11.8	1	0.5
"WV"	48	74	0	0	1	80.55	-0.116	0.0	6.8	2	0.4
"WY"	50	74	0	1	0	97.68	-0.05	1.0	15.3	0	0.0
"AL"	1	75	0	0	0	77.29	-0.073	1.0	34.0	0	0.0
"AR"	4	75	0	0	0	77.2	-0.001	1.0	29.6	0	0.0
"AZ"	3	75	0	0	0	94.16	-0.065	1.0	14.5	0	0.0
"CA"	5	75	0	0	0	110.4	-0.123	1.0	6.2	0	0.0
"CO"	6	75	0	0	0	100.7	0.028	0.0	8.9	0	0.0
"CT"	7	75	0	0	0	118.0	-0.085	1.0	1.3	3	1.0
"DE"	8	75	1	0	1	114.4	-0.04	1.0	2.9	3	1.0
"FL"	9	75	0	0	0	98.92	-0.032	1.0	15.3	0	0.0
"GA"	10	75	0	0	0	86.69	-0.037	1.0	31.1	0	0.0
"IA"	15	75	0	0	0	96.85	-0.037	0.0	7.8	1	0.1667
"ID"	12	75	0	0	0	89.88	-0.089	0.0	33.6	0	0.0
"IN"	14	75	0	0	1	95.42	0.118	0.0	10.3	3	0.75
"KS"	16	75	0	0	0	100.8	0.025	1.0	10.5	0	0.0
"KY"	17	75	0	1	0	81.31	0.04	1.0	31.4	2	0.25
"LA"	18	75	0	1	0	80.28	-0.01	1.0	18.4	0	0.0
"MN"	23	75	0	0	0	99.44	0.007		9.3	0	0.0
"MO"	25	75	0	0	1	92.41	-0.012	0.0	20.4	1	0.125
"MS"	24	75	0	1	0	69.11	-0.067	1.0	34.4	0	0.0
"MT"	26	75	0	0	1	89.62	-0.065	1.0	7.9	0	0.0
"NC"	33	75	0	0	1	84.33	0.032	0.0	28.5	0	0.0
"ND"	34	75	0	0	1	103.9	0.09	0.0	6.9	0	0.0
"NE"	27	75	0	0	0	82.77	0.033		10.9	0	0.0
"NM"	31	75	0	0	0	75.22	0.035	1.0	16.4	0	0.0
"NV"	28	75	0	0	0	95.95	-0.074	1.0	13.4	0	0.0
"OK"	36	75	0	0	0	84.57	0.002	1.0	33.2	0	0.0
"OR"	37	75	0	0	0	97.55	-0.119	1.0	10.0	0	0.0
"SC"	40	75	0	0	0	79.16	-0.076	0.0	32.2	0	0.0
"SD"	41	75	0	0	0	86.11	0.016	0.0	9.9	0	0.0
"TN"	42	75	0	0	0	71.51	-0.024	1.0	31.9	0	0.0
"TX"	43	75	0	0	0	78.18	0.098	1.0	24.4	0	0.0
"UT"	44	75	0	0	1	80.98	-0.055	1.0	75.9	0	0.0
"VA"	46	75	0	0	1	97.3	-0.107	0.0	16.8	1	0.2
"VT"	45	75	0	0	0	82.11	-0.108	0.0	1.0	3	1.0
"WA"	47	75	0	0	1	103.9	-0.158	0.0	7.0	0	0.0
"WI"	49	75	0	0	0	96.33	-0.063	1.0	11.8	2	1.0
"WV"	48	75	0	0	1	80.05	-0.119	0.0	6.8	3	0.6
"WY"	50	75	0	0	0	96.31	-0.015	0.0	15.3	0	0.0
"AL"	1	76	0	0	1	77.17	-0.104	1.0	34.0	0	0.0
"AR"	4	76	0	1	0	74.52	-0.082	1.0	29.6	0	0.0
"AZ"	3	76	0	0	1	90.95	-0.028	1.0	14.5	0	0.0
"CA"	5	76	0	0	1	110.8	-0.121	1.0	6.2	0	0.0
"CO"	6	76	0	0	1	98.47	-0.052	0.0	8.9	0	0.0
"CT"	7	76	0	0	1	115.6	-0.235	1.0	1.3	3	1.0
"FL"	9	76	0	0	1	94.16	-0.132	1.0	15.3	0	0.0
"GA"	10	76	0	0	1	84.0	-0.109	1.0	31.1	0	0.0
"IA"	15	76	0	0	1	99.87	-0.088	0.0	7.8	1	0.1667
"ID"	12	76	0	0	1	85.26	-0.12	0.0	33.6	0	0.0
"IN"	14	76	0	1	0	94.51	-0.033	0.0	10.3	3	0.75
"KS"	16	76	0	0	1	100.1	-0.024	1.0	10.5	0	0.0
"KY"	17	76	0	0	0	79.36	-0.021	1.0	31.4	2	0.25
"LA"	18	76	0	0	0	79.51	-0.067	1.0	18.4	0	0.0
"MN"	23	76	0	0	1	97.44	0.024		9.3	0	0.0
"MO"	25	76	0	1	0	91.15	-0.12	0.0	20.4	1	0.125
"MS"	24	76	0	0	0	68.61	-0.09	1.0	34.4	0	0.0
"MT"	26	76	0	1	0	92.92	-0.088	1.0	7.9	0	0.0
"NC"	33	76	0	1	0	81.41	-0.088	0.0	28.5	0	0.0
"ND"	34	76	0	1	0	98.2	0.122	0.0	6.9	0	0.0
"NE"	27	76	0	0	1	82.18	-0.087		10.9	0	0.0
"NM"	31	76	0	0	1	75.37	0.107	1.0	16.4	0	0.0
"NV"	28	76	0	0	1	88.28	-0.13	1.0	13.4	0	0.0
"OK"	36	76	0	0	1	84.06	0.013	1.0	33.2	0	0.0
"OR"	37	76	0	0	1	94.75	-0.139	1.0	10.0	0	0.0
"SC"	40	76	0	0	1	76.25	-0.161	0.0	32.2	0	0.0
"SD"	41	76	0	0	1	84.41	-0.048	0.0	9.9	0	0.0
"TN"	42	76	0	0	1	64.01	-0.157	1.0	31.9	0	0.0
"TX"	43	76	0	0	1	71.93	0.023	1.0	24.4	0	0.0
"UT"	44	76	0	1	0	81.51	-0.121	1.0	75.9	0	0.0
"VA"	46	76	0	0	1	95.71	-0.135	0.0	16.8	1	0.2
"VT"	45	76	0	1	0	82.38	-0.157	0.0	1.0	3	1.0
"WA"	47	76	0	1	0	105.0	-0.176	0.0	7.0	0	0.0
"WI"	49	76	0	0	1	95.42	-0.104	1.0	11.8	2	1.0
"WV"	48	76	0	1	0	81.76	-0.108	0.0	6.8	3	0.6
"WY"	50	76	0	0	1	98.92	0.018	0.0	15.3	0	0.0
"AL"	1	77	0	0	1	81.77	-0.176	1.0	34.0	0	0.0
"AR"	4	77	0	0	0	80.74	-0.109	1.0	29.6	0	0.0
"AZ"	3	77	0	0	1	93.76	-0.152	0.0	14.5	0	0.0
"CA"	5	77	0	0	1	114.3	-0.139	1.0	6.2	0	0.0
"CO"	6	77	0	0	1	104.2	-0.063	0.0	8.9	0	0.0
"CT"	7	77	0	0	1	118.4	-0.242	1.0	1.3	3	1.0
"FL"	9	77	0	0	1	98.3	-0.146	1.0	15.3	0	0.0
"GA"	10	77	0	0	1	88.78	-0.121	1.0	31.1	0	0.0
"IA"	15	77	0	0	1	102.8	-0.186	0.0	7.8	1	0.1667
"ID"	12	77	0	0	1	92.05	-0.154	0.0	33.6	0	0.0
"IN"	14	77	0	0	0	99.82	-0.115	0.0	10.3	3	0.75
"KS"	16	77	0	0	1	104.2	-0.071	0.0	10.5	0	0.0
"KY"	17	77	0	0	1	86.47	-0.073	1.0	31.4	2	0.25
"LA"	18	77	0	0	1	85.33	-0.094	1.0	18.4	0	0.0
"MN"	23	77	0	0	1	98.58	-0.068		9.3	0	0.0
"MO"	25	77	0	0	0	95.77	-0.154	1.0	20.4	1	0.125
"MS"	24	77	0	0	1	72.95	-0.128	1.0	34.4	0	0.0
"MT"	26	77	0	0	0	88.86	-0.135	0.0	7.9	0	0.0
"NC"	33	77	0	0	0	86.57	-0.193	1.0	28.5	0	0.0
"ND"	34	77	0	0	0	86.68	0.043	0.0	6.9	0	0.0
"NE"	27	77	0	0	1	74.88	-0.053		10.9	0	0.0
"NM"	31	77	0	0	1	83.14	0.045	1.0	16.4	0	0.0
"NV"	28	77	0	0	1	87.95	-0.183	1.0	13.4	0	0.0
"OK"	36	77	0	0	1	89.96	-0.053	1.0	33.2	0	0.0
"OR"	37	77	0	0	1	101.0	-0.183	1.0	10.0	0	0.0
"SC"	40	77	0	0	1	82.01	-0.158	0.0	32.2	0	0.0
"SD"	41	77	0	0	1	76.84	-0.071	0.0	9.9	0	0.0
"TN"	42	77	0	0	1	64.8	-0.181	1.0	31.9	0	0.0
"TX"	43	77	0	0	1	74.17	-0.014	1.0	24.4	0	0.0
"UT"	44	77	0	0	0	86.87	-0.118	0.0	75.9	0	0.0
"VA"	46	77	0	1	0	99.92	-0.104	0.0	16.8	1	0.2
"VT"	45	77	0	0	0	87.07	-0.164	0.0	1.0	3	1.0
"WA"	47	77	0	0	0	108.4	-0.187	1.0	7.0	0	0.0
"WI"	49	77	0	0	1	100.5	-0.084	1.0	11.8	2	1.0
"WV"	48	77	0	0	0	85.36	-0.154	1.0	6.8	3	0.6
"WY"	50	77	0	0	1	106.2	-0.055	0.0	15.3	0	0.0
"AL"	1	78	0	1	0	84.05	-0.107	1.0	34.0	0	0.0
"AR"	4	78	0	1	0	82.87	-0.083	1.0	29.6	0	0.0
"AZ"	3	78	0	1	0	96.88	-0.07	0.0	14.5	0	0.0
"CA"	5	78	0	1	0	118.6	-0.076	1.0	6.2	0	0.0
"CO"	6	78	0	1	0	107.3	-0.07	0.0	8.9	0	0.0
"CT"	7	78	0	1	0	121.1	-0.124	1.0	1.3	3	1.0
"FL"	9	78	0	1	0	100.0	-0.1	1.0	15.3	0	0.0
"GA"	10	78	0	1	0	90.38	-0.075	1.0	31.1	0	0.0
"IA"	15	78	0	1	0	102.7	-0.156	0.0	7.8	1	0.1667
"ID"	12	78	0	1	0	89.29	-0.146	0.0	33.6	0	0.0
"IN"	14	78	0	0	1	103.4	-0.006	0.0	10.3	3	0.75
"KS"	16	78	0	1	0	107.2	-0.067	0.0	10.5	0	0.0
"KY"	17	78	0	0	1	89.85	-0.069	1.0	31.4	2	0.25
"LA"	18	78	0	0	1	88.47	-0.118	1.0	18.4	0	0.0
"MN"	23	78	0	1	0	106.6	-0.07		9.3	0	0.0
"MO"	25	78	0	0	1	99.15	-0.056	1.0	20.4	1	0.125
"MS"	24	78	0	0	1	75.37	-0.085	1.0	34.4	0	0.0
"MT"	26	78	0	0	1	91.96	-0.144	0.0	7.9	0	0.0
"NC"	33	78	0	0	1	89.13	-0.076	1.0	28.5	0	0.0
"ND"	34	78	0	0	1	92.23	-0.001	0.0	6.9	0	0.0
"NE"	27	78	0	1	0	71.85	0.002		10.9	0	0.0
"NM"	31	78	0	1	0	87.72	0.069	1.0	16.4	0	0.0
"NV"	28	78	0	1	0	85.19	-0.167	1.0	13.4	0	0.0
"OK"	36	78	0	1	0	94.77	-0.013	1.0	33.2	0	0.0
"OR"	37	78	0	1	0	104.9	-0.135	1.0	10.0	0	0.0
"SC"	40	78	0	1	0	84.36	-0.085	0.0	32.2	0	0.0
"SD"	41	78	0	1	0	89.31	-0.068	0.0	9.9	0	0.0
"TN"	42	78	0	1	0	61.73	-0.08	1.0	31.9	0	0.0
"TX"	43	78	0	1	0	72.54	0.033	1.0	24.4	0	0.0
"UT"	44	78	0	0	1	88.51	-0.116	0.0	75.9	0	0.0
"VA"	46	78	0	0	0	103.5	-0.089	0.0	16.8	1	0.2
"VT"	45	78	1	1	0	87.06	-0.093	0.0	1.0	3	1.0
"WA"	47	78	0	0	1	112.0	-0.157	1.0	7.0	0	0.0
"WI"	49	78	0	1	0	103.3	-0.051	1.0	11.8	2	1.0
"WV"	48	78	0	0	1	89.78	-0.153	1.0	6.8	3	0.6
"WY"	50	78	0	1	0	114.4	0.089	0.0	15.3	0	0.0
"AL"	1	79	0	0	0	87.4	-0.095	1.0	34.0	0	0.0
"AR"	4	79	0	0	0	86.31	-0.015	1.0	29.6	0	0.0
"AZ"	3	79	0	0	0	103.3	-0.036	0.0	14.5	0	0.0
"CA"	5	79	0	0	0	123.7	-0.032	1.0	6.2	0	0.0
"CO"	6	79	0	0	0	112.0	-0.017	0.0	8.9	0	0.0
"CT"	7	79	0	0	0	124.5	-0.087	1.0	1.3	3	1.0
"FL"	9	79	0	0	0	104.9	-0.016	1.0	15.3	0	0.0
"GA"	10	79	0	0	0	93.74	-0.05	1.0	31.1	0	0.0
"IA"	15	79	0	0	0	110.0	-0.142	1.0	7.8	1	0.1667
"ID"	12	79	0	0	0	95.51	-0.106	0.0	33.6	0	0.0
"IN"	14	79	0	0	1	107.7	0.043	1.0	10.3	3	0.75
"KS"	16	79	0	0	0	111.9	-0.009	0.0	10.5	0	0.0
"KY"	17	79	0	1	0	93.09	-0.06	1.0	31.4	2	0.25
"LA"	18	79	0	1	0	92.68	-0.063	1.0	18.4	0	0.0
"MN"	23	79	0	0	0	109.8	-0.039		9.3	0	0.0
"MO"	25	79	0	0	1	102.7	-0.022	0.0	20.4	1	0.125
"MS"	24	79	0	1	0	80.23	-0.017	1.0	34.4	0	0.0
"MT"	26	79	0	0	1	97.92	-0.138	0.0	7.9	0	0.0
"NC"	33	79	0	0	1	92.22	-0.089	1.0	28.5	0	0.0
"ND"	34	79	0	0	1	105.0	0.009	0.0	6.9	0	0.0
"NE"	27	79	0	0	0	69.41	0.019		10.9	0	0.0
"NM"	31	79	0	0	0	91.1	0.116	1.0	16.4	0	0.0
"NV"	28	79	0	0	0	85.13	-0.178	0.0	13.4	0	0.0
"OK"	36	79	0	0	0	97.06	0.024	1.0	33.2	0	0.0
"OR"	37	79	0	0	0	109.8	-0.111	0.0	10.0	0	0.0
"SC"	40	79	0	0	0	87.17	-0.091	1.0	32.2	0	0.0
"SD"	41	79	0	0	0	95.2	-0.052	1.0	9.9	0	0.0
"TN"	42	79	0	0	0	60.82	-0.05	0.0	31.9	0	0.0
"TX"	43	79	0	0	0	72.1	0.061	0.0	24.4	0	0.0
"UT"	44	79	0	0	1	93.03	-0.077	0.0	75.9	0	0.0
"VA"	46	79	0	0	1	106.4	-0.034	0.0	16.8	1	0.2
"WA"	47	79	0	0	1	118.1	-0.105	0.0	7.0	0	0.0
"WI"	49	79	0	0	0	106.0	0.003	0.0	11.8	2	1.0
"WV"	48	79	0	0	1	90.17	-0.16	1.0	6.8	3	0.6
"WY"	50	79	0	0	0	128.6	0.136	0.0	15.3	0	0.0
"AL"	1	80	0	0	1	86.78	-0.074	1.0	34.0	0	0.0
"AR"	4	80	0	1	0	85.4	-0.052	1.0	29.6	0	0.0
"AZ"	3	80	0	0	1	98.75	-0.006	0.0	14.5	0	0.0
"CA"	5	80	0	0	1	125.5	-0.115	1.0	6.2	0	0.0
"CO"	6	80	0	0	1	113.6	0.014	0.0	8.9	0	0.0
"CT"	7	80	0	0	1	130.2	-0.046	1.0	1.3	3	1.0
"FL"	9	80	0	0	1	102.3	-0.025	1.0	15.3	0	0.0
"GA"	10	80	0	0	1	92.67	-0.057	1.0	31.1	0	0.0
"IA"	15	80	0	0	1	111.6	-0.144	1.0	7.8	1	0.1667
"ID"	12	80	0	0	1	93.97	-0.067	0.0	33.6	0	0.0
"IN"	14	80	0	1	0	108.2	0.034	1.0	10.3	3	0.75
"KS"	16	80	0	0	1	119.3	-0.025	0.0	10.5	0	0.0
"KY"	17	80	0	0	0	91.53	-0.107	1.0	31.4	2	0.25
"LA"	18	80	0	0	0	94.19	-0.015	0.0	18.4	0	0.0
"MN"	23	80	0	0	1	114.1	0.005		9.3	0	0.0
"MO"	25	80	0	1	0	105.1	-0.013	0.0	20.4	1	0.125
"MS"	24	80	0	0	0	76.57	-0.063	1.0	34.4	0	0.0
"MT"	26	80	0	1	0	98.08	-0.1	0.0	7.9	0	0.0
"NC"	33	80	0	1	0	91.3	-0.083	1.0	28.5	0	0.0
"ND"	34	80	0	1	0	106.1	-0.045	0.0	6.9	0	0.0
"NE"	27	80	0	0	1	111.8	0.011		10.9	0	0.0
"NM"	31	80	0	0	1	93.73	0.063	1.0	16.4	0	0.0
"NV"	28	80	0	0	1	123.5	-0.157	0.0	13.4	0	0.0
"OK"	36	80	0	0	1	106.0	-0.021	1.0	33.2	0	0.0
"OR"	37	80	0	0	1	112.1	-0.077	0.0	10.0	0	0.0
"SC"	40	80	0	0	1	85.76	-0.121	1.0	32.2	0	0.0
"SD"	41	80	0	0	1	95.4	-0.059	1.0	9.9	0	0.0
"TN"	42	80	0	0	1	90.79	-0.04	0.0	31.9	0	0.0
"TX"	43	80	0	0	1	108.3	0.045	0.0	24.4	0	0.0
"UT"	44	80	0	1	0	88.9	-0.102	0.0	75.9	0	0.0
"VA"	46	80	0	0	1	107.2	-0.062	0.0	16.8	1	0.2
"WA"	47	80	0	1	0	119.7	-0.085	0.0	7.0	0	0.0
"WI"	49	80	0	0	1	109.8	-0.028	0.0	11.8	2	1.0
"WV"	48	80	0	1	0	91.36	-0.182	1.0	6.8	3	0.6
"WY"	50	80	0	0	1	126.4	0.058	0.0	15.3	0	0.0
"AL"	1	81	0	0	1	86.57	-0.084	1.0	34.0	0	0.0
"AR"	4	81	0	0	0	83.63	-0.021	0.0	29.6	0	0.0
"AZ"	3	81	1	0	1	101.3	-0.027	0.0	14.5	0	0.0
"CA"	5	81	0	0	1	126.1	-0.098	1.0	6.2	0	0.0
"CO"	6	81	0	0	1	116.2	-0.005	0.0	8.9	0	0.0
"CT"	7	81	0	0	1	135.4	-0.069	0.0	1.3	3	1.0
"FL"	9	81	0	0	1	103.7	-0.011	1.0	15.3	0	0.0
"GA"	10	81	0	0	1	93.14	-0.065	1.0	31.1	0	0.0
"IA"	15	81	0	0	1	108.3	-0.133	1.0	7.8	1	0.1667
"ID"	12	81	0	0	1	92.99	-0.119	0.0	33.6	0	0.0
"IN"	14	81	0	0	0	103.5	-0.112	1.0	10.3	3	0.75
"KS"	16	81	0	0	1	115.4	-0.041	0.0	10.5	0	0.0
"KY"	17	81	0	0	1	88.1	-0.181	1.0	31.4	2	0.25
"LA"	18	81	0	0	1	97.49	-0.019	0.0	18.4	0	0.0
"MN"	23	81	0	0	1	112.4	-0.03		9.3	0	0.0
"MO"	25	81	0	0	0	103.8	-0.082	0.0	20.4	1	0.125
"MS"	24	81	0	0	1	76.09	-0.078	1.0	34.4	0	0.0
"MT"	26	81	0	0	0	98.65	-0.059	0.0	7.9	0	0.0
"NC"	33	81	0	0	0	90.3	-0.063	1.0	28.5	0	0.0
